id,intakedate,intakereason,istransfer,sheltercode,identichipnumber,animalname,breedname,basecolour,speciesname,animalage,sexname,location,movementdate,movementtype,istrial,returndate,returnedreason,deceaseddate,deceasedreason,diedoffshelter,puttosleep,isdoa,,
55811,5/14/17 13:21,Stray,0,D1705271,9.81E+14,Baxter,Labrador Retriever/Great Dane,Black,Dog,5 years 3 months.,Male,Stray Dogs Beta,5/14/17 0:00,Reclaimed,0,12/5/17 0:00,Stray,,Court Order/ Legal,0,0,0,,
55811,5/14/17 13:21,Stray,0,D1705271,9.81E+14,Baxter,Labrador Retriever/Great Dane,Black,Dog,5 years 3 months.,Male,Stray Dogs Beta,12/5/17 0:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0,,
55812,5/14/17 14:09,Stray,0,C1705272,,`wiggles,Domestic Short Hair,Orange and White,Cat,5 years 10 months.,Male,Stray Cats,5/16/17 0:00,Transfer,0,,Stray,,Court Order/ Legal,0,0,0,,
55813,5/14/17 19:27,Stray,0,D1705273,9.11E+14,J.D.,Pitbull,Brindle,Dog,1 year 10 months.,Male,Adoptable Dogs,6/6/17 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0,,
55814,5/15/17 12:05,Moving,0,C1705269,9.81E+14,Moca,Domestic Short Hair,Various,Cat,4 years 10 months.,Male,Adoptable Cat Kennels,5/24/17 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0,,
55815,5/15/17 12:09,Moving,0,C1705270,9.81E+14,Daisy,Domestic Short Hair,Brown and Black,Cat,3 years 10 months.,Female,Special Care Cats,5/26/17 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0,,
55816,5/15/17 12:47,Incompatible,0,C1705271,9.81E+14,Tink,Manx,Brown and Black,Cat,4 years 10 months.,Female,Adoptable Cat Kennels,5/19/17 0:00,Foster,0,7/26/17 0:00,Stray,,Court Order/ Legal,0,0,0,,
55816,5/15/17 12:47,Incompatible,0,C1705271,9.81E+14,Tink,Manx,Brown and Black,Cat,4 years 10 months.,Female,Adoptable Cat Kennels,10/26/17 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0,,
55817,5/15/17 13:29,Stray,0,C1705274,,Frank,Domestic Short Hair,Black,Cat,6 weeks.,Male,Check-in,5/16/17 0:00,Foster,0,6/15/17 0:00,Stray,6/15/17 0:00,Died in care,0,0,0,,
55819,5/15/17 13:53,Incompatible,0,C1705273,9.81E+14,Joseph,Domestic Short Hair,Black and Brown,Cat,11 months.,Male,Lobby,5/15/17 0:00,Foster,0,6/1/17 0:00,Stray,,Court Order/ Legal,0,0,0,,
55819,5/15/17 13:53,Incompatible,0,C1705273,9.81E+14,Joseph,Domestic Short Hair,Black and Brown,Cat,11 months.,Male,Lobby,6/1/17 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0,,
55820,5/15/17 13:53,Incompatible,0,C1705275,9.81E+14,Mary,Domestic Short Hair,Black,Cat,11 months.,Female,Lobby,5/15/17 0:00,Foster,0,6/1/17 0:00,Stray,,Court Order/ Legal,0,0,0,,
55820,5/15/17 13:53,Incompatible,0,C1705275,9.81E+14,Mary,Domestic Short Hair,Black,Cat,11 months.,Female,Lobby,6/2/17 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0,,
55821,5/15/17 14:17,Incompatible,0,D1705275,9.81E+14,Nova,Miniature Pinscher,Black and Tan,Dog,7 years 10 months.,Female,Adoptable Dogs,5/21/17 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0,,
55823,5/15/17 15:56,Stray,0,C1705276,,Pebble,Domestic Short Hair,Grey,Cat,11 months.,Female,Feline Nursery,5/19/17 0:00,Foster,0,6/19/17 0:00,Stray,,Court Order/ Legal,0,0,0,,
55823,5/15/17 15:56,Stray,0,C1705276,,Pebble,Domestic Short Hair,Grey,Cat,11 months.,Female,Feline Nursery,6/23/17 0:00,Transfer,0,,Stray,,Court Order/ Legal,0,0,0,,
55824,5/15/17 15:56,Stray,0,C1705277,,Midnight Blue,Domestic Short Hair,Black,Cat,11 months.,Female,Feline Nursery,5/19/17 0:00,Foster,0,6/19/17 0:00,Stray,,Court Order/ Legal,0,0,0,,
55824,5/15/17 15:56,Stray,0,C1705277,,Midnight Blue,Domestic Short Hair,Black,Cat,11 months.,Female,Feline Nursery,6/23/17 0:00,Transfer,0,,Stray,,Court Order/ Legal,0,0,0,,
55825,5/15/17 15:56,Stray,0,C1705278,9.81E+14,Boulder,Domestic Short Hair,Grey and White,Cat,11 months.,Male,Feline Nursery,5/19/17 0:00,Foster,0,6/19/17 0:00,Stray,,Court Order/ Legal,0,0,0,,
55825,5/15/17 15:56,Stray,0,C1705278,9.81E+14,Boulder,Domestic Short Hair,Grey and White,Cat,11 months.,Male,Feline Nursery,6/21/17 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0,,
55827,5/16/17 8:27,Stray,0,C1705279,,Birder,Domestic Short Hair,White and Black,Cat,6 weeks.,Male,Feline Nursery,5/16/17 0:00,Foster,0,8/25/17 0:00,Stray,6/15/17 0:00,UU health,0,1,0,,
55829,5/16/17 11:56,Stray,0,D1705280,9.81E+14,Deedee,Pitbull,Black and White,Dog,2 years 2 months.,Female,Shelter,5/18/17 0:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0,,
55830,5/16/17 12:27,Stray,0,D1705281,9.81E+14,Buddy,Coonhound/Mix,Tan and White,Dog,2 years 0 months.,Male,Adoptable Dogs,5/26/17 0:00,Adoption,0,6/23/17 0:00,Incompatible,,Court Order/ Legal,0,0,0,,
55830,5/16/17 12:27,Stray,0,D1705281,9.81E+14,Buddy,Coonhound/Mix,Tan and White,Dog,2 years 0 months.,Male,Adoptable Dogs,8/5/17 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0,,
55831,5/16/17 12:39,Stray,0,C1705282,9.81E+14,Ducky,Domestic Short Hair,Black,Cat,8 years 10 months.,Male,Adoptable Cat Big Colony,6/28/17 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0,,
55832,5/16/17 12:39,Stray,0,C1705283,9.81E+14,Chicky,Domestic Short Hair,Black,Cat,8 years 10 months.,Male,Adoptable Cat Middle Colony,6/12/17 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0,,
55833,5/16/17 13:09,Stray,0,C1705284,9.81E+14,Kirsten,Domestic Long Hair,Black and White,Cat,4 years 9 months.,Female,Adoptable Cat Kennels,6/14/17 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0,,
55836,5/16/17 17:21,Stray,0,C1705285,,Kayak,Domestic Short Hair,Grey,Cat,4 weeks.,Female,Feline Nursery,5/20/17 0:00,Foster,0,5/20/17 0:00,Stray,5/24/17 0:00,Died in care,0,0,0,,
55840,5/17/17 12:31,Incompatible,0,C1705280,9.81E+14,Meow,Domestic Short Hair,Grey,Cat,1 year 7 months.,Female,Adoptable Cat Glass Colony,6/12/17 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0,,
55841,5/17/17 12:31,Stray,0,D1705286,,Mika,Great Pyrenees/Saint Bernard,White and Black,Dog,4 years 10 months.,Female,Shelter,5/17/17 0:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0,,
55842,5/17/17 12:35,Stray,0,D1705287,,Honey Bear,Great Pyrenees/Saint Bernard,Orange and White,Dog,4 years 10 months.,Female,Shelter,5/17/17 0:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0,,
55844,5/17/17 13:44,Stray,0,D1705289,9.81E+14,Pepper,Cattle Dog/Mix,Black and White,Dog,8 months.,Female,Stray Dogs Beta,5/27/17 0:00,Adoption,0,8/10/17 0:00,Biting,8/21/17 0:00,Biting,0,1,0,,
55845,5/17/17 13:44,Transfer from Other Shelter,0,D1705282,9.81E+14,Amos,Basset Hound/Beagle,Brown and White,Dog,10 years 8 months.,Male,Special Care Dogs,5/25/17 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0,,
55846,5/17/17 14:09,Incompatible,0,D1705283,0A111F3976,Max,Labrador Retriever/Mix,Golden,Dog,7 years 9 months.,Male,Adoptable Dogs,5/23/17 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0,,
55850,5/17/17 16:29,Stray,0,C1705290,9.81E+14,Rebel,Domestic Short Hair,Buff,Cat,11 months.,Male,Lobby,5/23/17 0:00,Foster,0,6/12/17 0:00,Stray,,Court Order/ Legal,0,0,0,,
55850,5/17/17 16:29,Stray,0,C1705290,9.81E+14,Rebel,Domestic Short Hair,Buff,Cat,11 months.,Male,Lobby,6/22/17 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0,,
55852,5/18/17 9:44,Marriage/Relationship split,0,R1705285,,Milkshake,Rat,Cream,Rat,2 years 5 months.,Male,Lobby,5/20/17 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0,,
55854,5/18/17 13:51,Stray,1,C1705292,9.81E+14,Kitty Bob,Domestic Short Hair,Grey and White,Cat,1 year 11 months.,Male,Adoptable Cat Big Colony,6/1/17 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0,,
55856,5/19/17 9:29,Stray,0,D1705293,,Beatle,Basset Hound/Jack Russell Terrier,Tricolour,Dog,10 years 9 months.,Female,Shelter,5/19/17 0:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0,,
55857,5/19/17 9:33,Stray,0,D1705294,9.81E+14,Bailey,Jack Russell Terrier,White and Black,Dog,1 year 2 months.,Female,Shelter,5/19/17 0:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0,,
55859,5/19/17 12:01,Landlord issues,0,C1705289,9.82E+14,Peaches,Domestic Short Hair,Calico,Cat,1 year 10 months.,Female,Adoptable Cat Middle Colony,6/2/17 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0,,
55862,5/19/17 16:15,Rabies Monitoring,0,D1705007,,Abel,Pitbull,White,Dog,4 years 9 months.,Male,Stray Dogs Beta,5/30/17 0:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0,,
55863,5/19/17 17:28,Abandoned,0,D1705081,9.81E+14,Izzi,Chihuahua/Pug,Fawn,Dog,1 year 9 months.,Female,Adoptable Dogs,5/26/17 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0,,
55865,5/20/17 11:27,Stray,0,D1705295,4B02554048,Scooty,Chihuahua,Apricot,Dog,13 years 0 months.,Male,Dog room A,5/20/17 0:00,Reclaimed,0,4/13/18 0:00,Stray,,Court Order/ Legal,0,0,0,,
55865,5/20/17 11:27,Stray,0,D1705295,4B02554048,Scooty,Chihuahua,Apricot,Dog,13 years 0 months.,Male,Dog room A,4/16/18 0:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0,,
55866,5/20/17 13:41,Unsuitable Accomodation,0,D1705296,9.91001E+14,Ryder,Labrador Retriever/Poodle, Standard,Golden,Dog,1 year 6 months.,Male,Adoptable Dogs,5/23/17 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0,
55867,5/20/17 13:58,Incompatible,0,D1705297,9.82E+14,Abbi,Boxer/Pitbull,White and Tan,Dog,3 years 9 months.,Female,Adoptable Dogs,5/23/17 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0,,
55868,5/20/17 14:29,Incompatible,0,G1705298,,Nibbles,American Short hair,Brown, Black and White,Guinea Pig,1 year 9 months.,Male,Lobby,5/21/17 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0,
55869,5/20/17 14:29,Incompatible,0,G1705299,,Numchuk,American Crested,Brown, Black and White,Guinea Pig,1 year 9 months.,Female,Lobby,5/26/17 0:00,Foster,0,6/20/17 0:00,Stray,,Court Order/ Legal,0,0,0,
55869,5/20/17 14:29,Incompatible,0,G1705299,,Numchuk,American Crested,Brown, Black and White,Guinea Pig,1 year 9 months.,Female,Lobby,6/21/17 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0,
55870,5/20/17 14:29,Incompatible,0,G1705300,,Trix,American Crested,Brown, Black and White,Guinea Pig,1 year 1 month.,Female,Lobby,5/26/17 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0,
55871,5/20/17 14:29,Incompatible,0,G1705301,,Honeybunches,American Crested,Brown, Black and White,Guinea Pig,1 year 1 month.,Female,Lobby,5/26/17 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0,
55872,5/20/17 14:29,Incompatible,0,G1705302,,Remington,American Crested,Tan and White,Guinea Pig,1 year 1 month.,Male,Lobby,5/21/17 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0,,
55874,5/20/17 14:47,Stray,0,D1705298,,Bullet,Pit Bull Terrier,Tan and White,Dog,1 year 10 months.,Male,Stray Dogs Beta,5/20/17 0:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0,,
55875,5/20/17 15:37,Stray,0,D1705299,9.81E+14,Dario,Pit Bull Terrier,Black merle,Dog,2 years 9 months.,Male,Adoptable Dogs,6/19/17 0:00,Adoption,0,8/20/17 0:00,Incompatible,,Court Order/ Legal,0,0,0,,
55875,5/20/17 15:37,Stray,0,D1705299,9.81E+14,Dario,Pit Bull Terrier,Black merle,Dog,2 years 9 months.,Male,Adoptable Dogs,9/30/17 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0,,
55876,5/20/17 16:11,Landlord issues,0,C1705303,9.81E+14,Tora,Domestic Short Hair,Grey and black,Cat,4 years 9 months.,Female,Adoptable Cat Glass Colony,6/22/17 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0,,
55877,5/20/17 16:11,Landlord issues,0,C1705304,9.81E+14,Leah,Domestic Short Hair,Brown and Black,Cat,5 years 9 months.,Female,Adoptable Cat Middle Colony,6/26/17 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0,,
55878,5/20/17 16:11,Landlord issues,0,C1705305,9.81E+14,Zoie,Domestic Short Hair,Black and White,Cat,3 years 9 months.,Female,Special Care Cats,6/8/17 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0,,
55880,5/20/17 16:43,Stray,0,C1705300,9.81E+14,Cash,Domestic Short Hair,Black,Cat,11 months.,Male,Lobby,5/23/17 0:00,Foster,0,6/12/17 0:00,Stray,,Court Order/ Legal,0,0,0,,
55880,5/20/17 16:43,Stray,0,C1705300,9.81E+14,Cash,Domestic Short Hair,Black,Cat,11 months.,Male,Lobby,6/23/17 0:00,Transfer,0,,Stray,,Court Order/ Legal,0,0,0,,
55881,5/20/17 16:43,Stray,0,C1705301,9.81E+14,Willie,Domestic Short Hair,Grey,Cat,10 months.,Male,Special Care Cats,5/23/17 0:00,Foster,0,6/12/17 0:00,Stray,,Court Order/ Legal,0,0,0,,
55881,5/20/17 16:43,Stray,0,C1705301,9.81E+14,Willie,Domestic Short Hair,Grey,Cat,10 months.,Male,Special Care Cats,7/8/17 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0,,
55882,5/20/17 16:43,Stray,0,C1705302,,Waylon,Domestic Short Hair,Black and Brown,Cat,9 weeks.,Male,Feline Nursery,5/23/17 0:00,Foster,0,6/12/17 0:00,Stray,6/10/17 0:00,Died in care,0,0,0,,
55884,5/21/17 13:15,Unsuitable Accomodation,0,R1705306,,Nexus,Standard,Black and White,Rat,2 years 9 months.,Female,Lobby,5/22/17 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0,,
55886,5/21/17 13:19,Unsuitable Accomodation,0,R1705308,,Stubs,Standard,Tan,Rat,2 years 9 months.,Female,Lobby,5/22/17 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0,,
55887,5/21/17 13:21,Unsuitable Accomodation,0,R1705309,,Pickles,Standard,Black,Rat,2 years 9 months.,Female,Lobby,5/22/17 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0,,
55888,5/21/17 13:27,Stray,0,D1705303,9.82E+14,Blue,Pitbull,Grey,Dog,3 years 5 months.,Male,Adoptable Dogs,6/16/17 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0,,
55889,5/21/17 13:43,Stray,0,D1705304,9.82E+14,Mabel,Great Pyrenees/Hound,White and Tan,Dog,2 years 0 months.,Female,Adoptable Dogs,5/25/17 0:00,Reclaimed,0,10/16/17 0:00,Stray,,Court Order/ Legal,0,0,0,,
55889,5/21/17 13:43,Stray,0,D1705304,9.82E+14,Mabel,Great Pyrenees/Hound,White and Tan,Dog,2 years 0 months.,Female,Adoptable Dogs,11/21/17 0:00,Foster,0,12/8/17 0:00,Stray,,Court Order/ Legal,0,0,0,,
55889,5/21/17 13:43,Stray,0,D1705304,9.82E+14,Mabel,Great Pyrenees/Hound,White and Tan,Dog,2 years 0 months.,Female,Adoptable Dogs,12/9/17 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0,,
55892,5/22/17 11:17,Stray,0,D1705305,,Bindi,Australian Cattle Dog,Grey and White,Dog,7 years 10 months.,Female,Stray Dogs Beta,5/23/17 0:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0,,
55893,5/22/17 11:22,Stray,0,D1705306,,Ladybird,Beagle/Australian Shepherd,Tricolour,Dog,12 years 9 months.,Female,Stray Dogs Beta,5/23/17 0:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0,,
55894,5/22/17 12:03,Incompatible,0,D1705310,9.81E+14,Dude,Australian Shepherd/Hound,Chocolate,Dog,11 months.,Male,Adoptable Dogs,5/26/17 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0,,
55895,5/22/17 12:03,Incompatible,0,D1705311,9.81E+14,Walter,Australian Shepherd/Hound,Red merle,Dog,11 months.,Male,Adoptable Dogs,5/27/17 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0,,
55896,5/22/17 12:03,Incompatible,0,D1705312,9.81E+14,Donny,Australian Shepherd/Hound,Chocolate,Dog,11 months.,Male,Adoptable Dogs,5/30/17 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0,,
55897,5/22/17 12:18,Stray,0,D1705307,,Dora,Corgi/Chihuahua,Black and Tan,Dog,4 years 9 months.,Female,Stray Dogs Theta,5/22/17 0:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0,,
55898,5/22/17 14:56,Stray,0,D1705308,9.81E+14,Trooper,Hound,Black,Dog,1 year 0 months.,Male,Adoptable Dogs,5/31/17 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0,,
55899,5/22/17 15:22,Stray,0,G1705309,,gerbil,Gerbil,Grey,Gerbil,30 years 9 months.,Unknown,Shelter,5/22/17 0:00,Released To Wild,0,,Stray,,Court Order/ Legal,0,0,0,,
55900,5/22/17 15:27,Stray,0,C1705310,9.81E+14,Mrs. Daisy,Siamese/Snowshoe,Lilac Point,Cat,2 years 2 months.,Female,Adoptable Cat Kennels,6/2/17 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0,,
55901,5/22/17 15:32,Stray,0,C1705311,,Megan,Domestic Short Hair,Torbie,Cat,2 years 2 months.,Female,Feline Nursery,6/7/17 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0,,
55902,5/22/17 15:39,Stray,0,C1705312,9.81E+14,Dave,Domestic Short Hair,Black,Cat,4 years 9 months.,Male,Adoptable Cat Big Colony,8/27/17 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0,,
55903,5/22/17 16:29,Incompatible,0,D1705313,9.85E+14,Charlie,Pomeranian,Cream,Dog,8 years 3 months.,Male,Adoptable Dogs,5/24/17 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0,,
55907,5/23/17 12:24,Stray,0,C1705313,9.81E+14,Mini Me,Domestic Short Hair,Grey,Cat,2 years 2 months.,Male,Adoptable Cat Glass Colony,6/11/17 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0,,
55908,5/23/17 12:35,Stray,0,C1705315,,Mason,Domestic Short Hair,Black,Cat,4 weeks.,Male,Feline Nursery,5/31/17 0:00,Foster,0,6/4/17 0:00,Stray,6/4/17 0:00,Died in care,0,0,0,,
55909,5/23/17 12:35,Stray,0,C1705316,,Nalgene,Domestic Short Hair,Grey,Cat,4 weeks.,Female,Feline Nursery,5/31/17 0:00,Foster,0,6/1/17 0:00,Stray,6/1/17 0:00,Died in care,0,0,0,,
55910,5/23/17 12:35,Stray,0,C1705317,9.81E+14,Minnie,Domestic Short Hair,Grey,Cat,10 months.,Female,Office,5/31/17 0:00,Foster,0,7/5/17 0:00,Stray,,Court Order/ Legal,0,0,0,,
55910,5/23/17 12:35,Stray,0,C1705317,9.81E+14,Minnie,Domestic Short Hair,Grey,Cat,10 months.,Female,Office,7/6/17 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0,,
55911,5/23/17 12:35,Stray,0,C1705318,9.81E+14,Millie,Domestic Short Hair,Grey,Cat,10 months.,Female,Office,5/31/17 0:00,Foster,0,7/5/17 0:00,Stray,,Court Order/ Legal,0,0,0,,
55911,5/23/17 12:35,Stray,0,C1705318,9.81E+14,Millie,Domestic Short Hair,Grey,Cat,10 months.,Female,Office,7/7/17 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0,,
55912,5/23/17 12:35,Stray,0,C1705319,9.81E+14,Mouse,Domestic Short Hair,Grey,Cat,10 months.,Male,Lobby,5/31/17 0:00,Foster,0,8/19/17 0:00,Stray,,Court Order/ Legal,0,0,0,,
55912,5/23/17 12:35,Stray,0,C1705319,9.81E+14,Mouse,Domestic Short Hair,Grey,Cat,10 months.,Male,Lobby,8/21/17 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0,,
55914,5/23/17 12:59,Stray,0,C1705321,9.81E+14,Pop,Domestic Short Hair,Grey,Cat,4 years 9 months.,Female,Adoptable Cat Big Colony,6/10/17 0:00,Foster,0,7/13/17 0:00,Stray,,Court Order/ Legal,0,0,0,,
55914,5/23/17 12:59,Stray,0,C1705321,9.81E+14,Pop,Domestic Short Hair,Grey,Cat,4 years 9 months.,Female,Adoptable Cat Big Colony,7/27/17 0:00,Adoption,0,7/29/17 0:00,Incompatible,,Court Order/ Legal,0,0,0,,
55914,5/23/17 12:59,Stray,0,C1705321,9.81E+14,Pop,Domestic Short Hair,Grey,Cat,4 years 9 months.,Female,Adoptable Cat Big Colony,7/31/17 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0,,
55915,5/15/17 12:47,Incompatible,0,C1705322,9.81E+14,Dinky,Domestic Medium Hair,Brown and Black,Cat,9 months.,Female,Feline Nursery,5/19/17 0:00,Foster,0,7/21/17 0:00,Stray,,Court Order/ Legal,0,0,0,,
55915,5/15/17 12:47,Incompatible,0,C1705322,9.81E+14,Dinky,Domestic Medium Hair,Brown and Black,Cat,9 months.,Female,Feline Nursery,7/21/17 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0,,
55916,5/15/17 12:47,Incompatible,0,C1705323,9.81E+14,Link,Domestic Medium Hair,Black and White,Cat,9 months.,Female,Feline Nursery,5/19/17 0:00,Foster,0,7/28/17 0:00,Stray,,Court Order/ Legal,0,0,0,,
55916,5/15/17 12:47,Incompatible,0,C1705323,9.81E+14,Link,Domestic Medium Hair,Black and White,Cat,9 months.,Female,Feline Nursery,7/28/17 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0,,
55917,5/15/17 12:47,Incompatible,0,C1705324,9.81E+14,Twink,Domestic Medium Hair,Black and White,Cat,12 weeks.,Female,Feline Nursery,5/19/17 0:00,Foster,0,7/25/17 0:00,Stray,8/12/17 0:00,Vet advised euthanasia,0,1,0,,
55917,5/15/17 12:47,Incompatible,0,C1705324,9.81E+14,Twink,Domestic Medium Hair,Black and White,Cat,12 weeks.,Female,Feline Nursery,7/25/17 0:00,Adoption,0,8/12/17 0:00,Owner requested Euthanasia,8/12/17 0:00,Vet advised euthanasia,0,1,0,,
55918,5/15/17 12:47,Incompatible,0,C1705325,9.81E+14,Inky,Domestic Medium Hair,Black,Cat,9 months.,Male,Feline Nursery,5/19/17 0:00,Foster,0,7/28/17 0:00,Stray,,Court Order/ Legal,0,0,0,,
55918,5/15/17 12:47,Incompatible,0,C1705325,9.81E+14,Inky,Domestic Medium Hair,Black,Cat,9 months.,Male,Feline Nursery,7/28/17 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0,,
55920,5/23/17 13:51,Stray,0,D1705322,9.81E+14,Duke,Husky,Black and White,Dog,5 years 9 months.,Male,Stray Dogs Theta,6/9/17 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0,,
55921,5/23/17 13:52,Stray,0,D1705323,9.81E+14,Sassy-Frass,Husky,Red and White,Dog,1 year 8 months.,Female,Adoptable Dogs,6/12/17 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0,,
55923,5/23/17 15:01,Stray,0,C1705326,9.81E+14,Putter,Persian/DMH,Black and White,Cat,11 months.,Male,Adoptable Cat Small Colony,5/27/17 0:00,Foster,0,6/12/17 0:00,Stray,,Court Order/ Legal,0,0,0,,
55923,5/23/17 15:01,Stray,0,C1705326,9.81E+14,Putter,Persian/DMH,Black and White,Cat,11 months.,Male,Adoptable Cat Small Colony,6/13/17 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0,,
55924,5/23/17 15:49,Incompatible,0,C1705328,9.81E+14,Lela,Domestic Short Hair,Orange and White,Cat,3 years 11 months.,Female,Adoptable Cat Big Colony,8/7/17 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0,,
55925,5/23/17 16:11,Stray,0,C1705327,9.81E+14,Tuli,Domestic Medium Hair,Black and Brown,Cat,2 years 1 month.,Female,Adoptable Cat Small Colony,6/2/17 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0,,
55926,5/23/17 17:02,Police Assist,0,D1705082,,Bijou,Poodle, Standard/Poodle, Miniature,Black,Dog,8 years 9 months.,Female,Stray Dogs Theta,5/24/17 0:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0
55927,5/23/17 18:09,Stray,0,D1705328,9.81E+14,Dalia,Hound/Labrador Retriever,Brown and White,Dog,1 year 5 months.,Female,Adoptable Dogs,6/7/17 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0,,
55930,5/24/17 12:19,Stray,0,D1705330,9.81E+14,Huey,Bully Breed Mix,Tan and White,Dog,1 year 0 months.,Male,Adoptable Dogs,5/27/17 0:00,Foster,0,6/2/17 0:00,Stray,,Court Order/ Legal,0,0,0,,
55930,5/24/17 12:19,Stray,0,D1705330,9.81E+14,Huey,Bully Breed Mix,Tan and White,Dog,1 year 0 months.,Male,Adoptable Dogs,6/3/17 0:00,Foster,0,6/9/17 0:00,Stray,,Court Order/ Legal,0,0,0,,
55930,5/24/17 12:19,Stray,0,D1705330,9.81E+14,Huey,Bully Breed Mix,Tan and White,Dog,1 year 0 months.,Male,Adoptable Dogs,6/10/17 0:00,Foster,0,6/11/17 0:00,Stray,,Court Order/ Legal,0,0,0,,
55930,5/24/17 12:19,Stray,0,D1705330,9.81E+14,Huey,Bully Breed Mix,Tan and White,Dog,1 year 0 months.,Male,Adoptable Dogs,6/14/17 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0,,
55931,5/24/17 12:29,Incompatible,0,D1705331,101877812,Colonel,Yorkshire Terrier,Black and Tan,Dog,11 years 9 months.,Male,Adoptable Dogs,6/6/17 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0,,
55932,5/24/17 12:37,Moving,0,D1705332,9.81E+14,Shadow,Australian Shepherd/Rottweiler,Black and Tan,Dog,3 years 3 months.,Male,Adoptable Dogs,5/26/17 0:00,Foster,0,5/30/17 0:00,Stray,,Court Order/ Legal,0,0,0,,
