id,intakedate,intakereason,istransfer,sheltercode,identichipnumber,animalname,breedname,basecolour,speciesname,animalage,sexname,location,movementdate,movementtype,istrial,returndate,returnedreason,deceaseddate,deceasedreason,diedoffshelter,puttosleep,isdoa
"56936,2017-08-06 14:30:16,Stray,0,D1708934,"""",Bently,Boston Terrier,Black and White,Dog,9 years 7 months.,Male,Stray Dogs Beta,2017-08-08 00:00:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0"
56937,2017-08-06 14:55:58,Incompatible,0,D1708907,981020021856699,Chief,Labrador Retriever/Alaskan Malamute,White and Liver,Dog,1 year 5 months.,Male,Stray Dogs Theta,2017-08-14 00:00:00,Adoption,0,2017-10-21 00:00:00,Incompatible,,Court Order/ Legal,0,0,0
56937,2017-08-06 14:55:58,Incompatible,0,D1708907,981020021856699,Chief,Labrador Retriever/Alaskan Malamute,White and Liver,Dog,1 year 5 months.,Male,Stray Dogs Theta,2017-12-20 00:00:00,Adoption,0,2018-02-02 00:00:00,Rabies Monitoring,,Court Order/ Legal,0,0,0
56937,2017-08-06 14:55:58,Incompatible,0,D1708907,981020021856699,Chief,Labrador Retriever/Alaskan Malamute,White and Liver,Dog,1 year 5 months.,Male,Stray Dogs Theta,2018-02-05 00:00:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0
56938,2017-08-07 09:44:35,Stray,0,D1708935,981020017700518,Cliff,Newfoundland Dog/Labrador Retriever,Black,Dog,2 years 7 months.,Male,Stray Dogs Beta,2017-08-08 00:00:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0
56940,2017-08-07 12:04:41,Sick/Injured,0,C1708936,981020021844884,Malesia,Domestic Short Hair,Calico,Cat,2 years 9 months.,Female,Adoptable Cat Big Colony,2017-08-28 00:00:00,Foster,0,2017-09-05 00:00:00,Stray,,Court Order/ Legal,0,0,0
56940,2017-08-07 12:04:41,Sick/Injured,0,C1708936,981020021844884,Malesia,Domestic Short Hair,Calico,Cat,2 years 9 months.,Female,Adoptable Cat Big Colony,2017-09-05 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56941,2017-08-07 12:04:41,Sick/Injured,0,C1708937,981020021475651,Melissa,Domestic Short Hair,Calico,Cat,2 years 9 months.,Female,Adoptable Cat Big Colony,2017-09-01 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56942,2017-08-07 12:12:31,Stray,0,C1708938,981020021835568,Guinea,Domestic Long Hair,Black and Brown,Cat,8 months.,Male,Adoptable Cat Small Colony,2017-08-12 00:00:00,Foster,0,2017-09-06 00:00:00,Stray,,Court Order/ Legal,0,0,0
56942,2017-08-07 12:12:31,Stray,0,C1708938,981020021835568,Guinea,Domestic Long Hair,Black and Brown,Cat,8 months.,Male,Adoptable Cat Small Colony,2017-09-09 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56943,2017-08-07 12:19:37,Stray,0,D1708939,0A13410F77,Petey,Boxer,White,Dog,8 years 7 months.,Male,Adoptable Dogs,2017-08-26 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
"56944,2017-08-07 12:27:33,Stray,0,C1708940,981020021476265,Parrot,Domestic Short Hair,""Brown, Black and White"",Cat,8 months.,Male,Check-in,2017-08-12 00:00:00,Foster,0,2017-09-26 00:00:00,Stray,,Court Order/ Legal,0,0,0"
"56944,2017-08-07 12:27:33,Stray,0,C1708940,981020021476265,Parrot,Domestic Short Hair,""Brown, Black and White"",Cat,8 months.,Male,Check-in,2017-09-27 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0"
"56945,2017-08-07 12:26:54,Stray,0,D1708941,"""",Kaily,Labrador Retriever/Mix,Brindle,Dog,2 years 0 months.,Female,Stray Dogs Beta,2017-08-08 00:00:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0"
"56946,2017-08-07 12:27:33,Stray,0,C1708942,981020021483383,Hummingbird,Domestic Short Hair,""Brown, Black and White"",Cat,8 months.,Female,Adoptable Cat Kennels,2017-08-12 00:00:00,Foster,0,2017-09-26 00:00:00,Stray,,Court Order/ Legal,0,0,0"
"56946,2017-08-07 12:27:33,Stray,0,C1708942,981020021483383,Hummingbird,Domestic Short Hair,""Brown, Black and White"",Cat,8 months.,Female,Adoptable Cat Kennels,2017-10-27 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0"
56947,2017-08-07 12:27:33,Stray,0,C1708943,981020021479378,Kingfisher,Domestic Short Hair,Orange,Cat,8 months.,Male,Check-in,2017-08-12 00:00:00,Foster,0,2017-09-26 00:00:00,Stray,,Court Order/ Legal,0,0,0
56947,2017-08-07 12:27:33,Stray,0,C1708943,981020021479378,Kingfisher,Domestic Short Hair,Orange,Cat,8 months.,Male,Check-in,2017-09-27 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56948,2017-08-07 12:29:40,Stray,0,D1708944,981020025664567,Jess,Pitbull/German Shepherd Dog,Black,Dog,1 year 1 month.,Female,Adoptable Dogs,2017-08-08 00:00:00,Reclaimed,0,2017-10-16 00:00:00,Stray,,Court Order/ Legal,0,0,0
56948,2017-08-07 12:29:40,Stray,0,D1708944,981020025664567,Jess,Pitbull/German Shepherd Dog,Black,Dog,1 year 1 month.,Female,Adoptable Dogs,2017-10-20 00:00:00,Reclaimed,0,2018-03-21 00:00:00,Stray,,Court Order/ Legal,0,0,0
56948,2017-08-07 12:29:40,Stray,0,D1708944,981020025664567,Jess,Pitbull/German Shepherd Dog,Black,Dog,1 year 1 month.,Female,Adoptable Dogs,2018-03-28 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
"56949,2017-08-07 12:33:47,Incompatible,0,C1708281,"""",Rosalie,Domestic Short Hair,Grey,Cat,2 years 9 months.,Female,Shelter,2017-08-11 00:00:00,Transfer,0,,Stray,,Court Order/ Legal,0,0,0"
56950,2017-08-07 12:41:17,Incompatible,0,C1708908,981020021495926,Dreamie,Domestic Short Hair,Orange and White,Cat,2 years 10 months.,Male,Adoptable Cat Kennels,2017-08-12 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56952,2017-08-07 13:36:58,Moving,0,C1708910,981020021477601,Johnny,Domestic Short Hair,Black and Brown,Cat,5 years 7 months.,Male,Adoptable Cat Kennels,2017-08-20 00:00:00,Adoption,0,2017-09-13 00:00:00,Incompatible,,Court Order/ Legal,0,0,0
56952,2017-08-07 13:36:58,Moving,0,C1708910,981020021477601,Johnny,Domestic Short Hair,Black and Brown,Cat,5 years 7 months.,Male,Adoptable Cat Kennels,2017-09-22 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56953,2017-08-07 14:22:12,Stray,0,C1708945,981020021492507,Yuki,Domestic Short Hair,Grey,Cat,2 years 7 months.,Male,Stray Cats,2017-08-15 00:00:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0
56954,2017-08-07 14:44:33,Moving,0,C1708913,981020021507380,Olivia Jade,Domestic Short Hair,Black and Brown,Cat,1 year 11 months.,Female,Adoptable Cat Middle Colony,2017-08-30 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
"56955,2017-08-07 14:46:56,Moving,0,C1708919,"""",Mayzie,Domestic Short Hair,Torbie,Cat,10 months.,Female,Feline Nursery,2017-08-11 00:00:00,Transfer,0,,Stray,,Court Order/ Legal,0,0,0"
"56957,2017-08-07 14:51:25,Moving,0,C1708927,"""",Stewie,Domestic Short Hair,Brown and Black,Cat,10 months.,Female,Feline Nursery,2017-08-11 00:00:00,Transfer,0,,Stray,,Court Order/ Legal,0,0,0"
"56958,2017-08-07 15:12:15,Stray,0,C1708947,"""",Buddy,Domestic Short Hair,White and Black,Cat,8 weeks.,Unknown,Shelter,2017-08-07 00:00:00,Foster,0,2017-10-01 00:00:00,Stray,2017-10-01 00:00:00,Died in care,0,0,0"
56959,2017-08-07 16:42:55,Stray,0,C1708948,981020023516543,Greggie,Domestic Medium Hair,Grey,Cat,8 months.,Male,Check-in,2017-08-11 00:00:00,Foster,0,2017-12-07 00:00:00,Stray,,Court Order/ Legal,0,0,0
56959,2017-08-07 16:42:55,Stray,0,C1708948,981020023516543,Greggie,Domestic Medium Hair,Grey,Cat,8 months.,Male,Check-in,2017-12-07 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56960,2017-08-07 23:04:54,Sick/Injured,0,C1708949,981020021504672,Lacy,Domestic Short Hair,Black,Cat,1 year 7 months.,Female,Adoptable Cat Big Colony,2017-08-10 00:00:00,Reclaimed,0,2017-08-10 00:00:00,Incompatible,,Court Order/ Legal,0,0,0
56960,2017-08-07 23:04:54,Sick/Injured,0,C1708949,981020021504672,Lacy,Domestic Short Hair,Black,Cat,1 year 7 months.,Female,Adoptable Cat Big Colony,2017-08-11 00:00:00,Foster,0,2017-08-12 00:00:00,Stray,,Court Order/ Legal,0,0,0
56960,2017-08-07 23:04:54,Sick/Injured,0,C1708949,981020021504672,Lacy,Domestic Short Hair,Black,Cat,1 year 7 months.,Female,Adoptable Cat Big Colony,2017-09-18 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56962,2017-08-07 23:04:54,Sick/Injured,0,C1708951,981020023515282,Abby,Domestic Short Hair,Black and Brown,Cat,7 months.,Female,Shelter,2017-08-10 00:00:00,Reclaimed,0,2017-08-10 00:00:00,Incompatible,,Court Order/ Legal,0,0,0
56962,2017-08-07 23:04:54,Sick/Injured,0,C1708951,981020023515282,Abby,Domestic Short Hair,Black and Brown,Cat,7 months.,Female,Shelter,2017-08-10 00:00:00,Foster,0,2017-10-16 00:00:00,Stray,,Court Order/ Legal,0,0,0
56962,2017-08-07 23:04:54,Sick/Injured,0,C1708951,981020023515282,Abby,Domestic Short Hair,Black and Brown,Cat,7 months.,Female,Shelter,2017-10-16 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56963,2017-08-08 14:28:31,Stray,0,D1708111,985112004955860,Molly,Terrier,White and Brown,Dog,5 years 7 months.,Female,Shelter,2017-08-08 00:00:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0
56965,2017-08-08 15:29:17,Transfer from Other Shelter,0,D1708953,981020021842229,Captain America,Bully Breed Mix,Brindle and White,Dog,3 years 7 months.,Male,Stray Dogs Beta,2017-08-26 00:00:00,Foster,0,2017-09-11 00:00:00,Stray,,Court Order/ Legal,0,0,0
56965,2017-08-08 15:29:17,Transfer from Other Shelter,0,D1708953,981020021842229,Captain America,Bully Breed Mix,Brindle and White,Dog,3 years 7 months.,Male,Stray Dogs Beta,2017-09-15 00:00:00,Foster,0,2017-10-12 00:00:00,Stray,,Court Order/ Legal,0,0,0
56965,2017-08-08 15:29:17,Transfer from Other Shelter,0,D1708953,981020021842229,Captain America,Bully Breed Mix,Brindle and White,Dog,3 years 7 months.,Male,Stray Dogs Beta,2017-10-12 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56966,2017-08-08 15:47:44,Transfer from Other Shelter,0,D1708929,982000410378013,Nigel,Mix,Brindle and Black,Dog,3 years 7 months.,Male,Adoptable Dogs,2017-08-10 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56967,2017-08-08 17:54:43,Stray,0,C1708954,981020021457184,Justice,Domestic Short Hair,Black and grey,Cat,8 months.,Female,Lobby,2017-08-15 00:00:00,Foster,0,2017-09-02 00:00:00,Stray,,Court Order/ Legal,0,0,0
56967,2017-08-08 17:54:43,Stray,0,C1708954,981020021457184,Justice,Domestic Short Hair,Black and grey,Cat,8 months.,Female,Lobby,2017-09-16 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
"56968,2017-08-09 10:57:00,Police Assist,0,D1708112,"""",Milo,Chihuahua/Pomeranian,Cream,Dog,2 years 7 months.,Male,Stray Dogs Beta,2017-08-10 00:00:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0"
"56969,2017-08-09 11:00:48,Police Assist,0,D1708113,"""",Slim,Chihuahua/Mix,Tan,Dog,10 years 7 months.,Male,Stray Dogs Beta,2017-08-10 00:00:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0"
56970,2017-08-09 11:50:41,Stray,0,D1708955,981020021501196,Margherita,Shetland Sheepdog Sheltie/Mix,Black and Tan,Dog,4 years 10 months.,Female,Adoptable Dogs,2017-08-18 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
"56972,2017-08-09 13:27:43,Stray,0,C1708956,"""",Phoebe,Domestic Short Hair,Orange,Cat,2 years 3 months.,Female,Stray Cats,2017-08-15 00:00:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0"
56973,2017-08-09 13:34:08,Stray,0,C1708957,981020021493105,Belion,Domestic Short Hair,Orange,Cat,8 months.,Male,Adoptable Cat Kennels,2017-08-15 00:00:00,Foster,0,2017-09-02 00:00:00,Stray,,Court Order/ Legal,0,0,0
56973,2017-08-09 13:34:08,Stray,0,C1708957,981020021493105,Belion,Domestic Short Hair,Orange,Cat,8 months.,Male,Adoptable Cat Kennels,2017-09-07 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
"56974,2017-08-09 14:11:42,Moving,0,R1708930,"""",Luna,Standard,Grey and White,Rat,2 years 1 month.,Female,Lobby,2017-08-25 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0"
"56975,2017-08-09 14:14:12,Moving,0,R1708931,"""",Orange,Standard,Black and White,Rat,2 years 1 month.,Female,Lobby,2017-08-25 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0"
56976,2017-08-09 14:34:37,Marriage/Relationship split,0,D1708932,0A13693425,Parker,Mastiff/Mix,Tan and Brown,Dog,5 years 0 months.,Male,Stray Dogs Beta,2017-09-06 00:00:00,Transfer,0,,Stray,,Court Order/ Legal,0,0,0
"56978,2017-08-09 15:26:02,Landlord issues,0,D1708936,"""",Itty Bitty Peaches,Yorkshire Terrier,Cream,Dog,6 years 7 months.,Female,Stray Dogs Alpha,2017-08-11 00:00:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0"
56979,2017-08-09 15:26:02,Landlord issues,0,D1708937,982000407406565,Pookie,Bloodhound/Hound,Brown,Dog,2 years 3 months.,Male,Stray Dogs Beta,2017-08-11 00:00:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0
56980,2017-08-09 15:40:12,Stray,0,D1708958,981020021471432,Winona,Beagle,Tricolour,Dog,1 year 6 months.,Female,Adoptable Dogs,2017-08-17 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56981,2017-08-09 15:40:12,Stray,0,D1708959,981020021472082,Lizza,Beagle,White and Tan,Dog,1 year 6 months.,Female,Adoptable Dogs,2017-08-16 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56982,2017-08-09 15:40:12,Stray,0,D1708960,981020021482812,Woo,Beagle,White and Tan,Dog,1 year 6 months.,Male,Adoptable Dogs,2017-08-19 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56983,2017-08-09 16:34:04,Incompatible,0,D1708938,981020017863031,Charlie,Beagle/Basset Hound,White and Tan,Dog,1 year 7 months.,Male,Adoptable Dogs,2017-09-01 00:00:00,Adoption,0,2017-09-01 00:00:00,Incompatible,,Court Order/ Legal,0,0,0
56983,2017-08-09 16:34:04,Incompatible,0,D1708938,981020017863031,Charlie,Beagle/Basset Hound,White and Tan,Dog,1 year 7 months.,Male,Adoptable Dogs,2017-09-08 00:00:00,Adoption,0,2017-09-16 00:00:00,Moving,,Court Order/ Legal,0,0,0
56983,2017-08-09 16:34:04,Incompatible,0,D1708938,981020017863031,Charlie,Beagle/Basset Hound,White and Tan,Dog,1 year 7 months.,Male,Adoptable Dogs,2017-09-17 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56984,2017-08-10 12:00:43,Stray,0,C1708961,981020021494285,Dreamweaver,Domestic Short Hair,Dilute calico,Cat,3 years 6 months.,Female,Adoptable Cat Glass Colony,2017-09-01 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56985,2017-08-10 13:02:34,Stray,0,C1708962,981020021456470,Shibby,Domestic Short Hair,Buff,Cat,3 years 7 months.,Male,Adoptable Cat Glass Colony,2017-09-11 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
"56986,2017-08-10 13:06:44,Police Assist,0,D1708114,"""",Rocky,Pomeranian,Black merle,Dog,9 years 7 months.,Male,Stray Dogs Theta,2017-08-18 00:00:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0"
56987,2017-08-10 13:48:59,Owner Deceased,0,C1708115,981020021479170,Bagheera,Domestic Short Hair,Black,Cat,9 years 7 months.,Female,Stray Cats,2017-08-18 00:00:00,Adoption,0,2017-12-16 00:00:00,Stray,,Court Order/ Legal,0,0,0
56987,2017-08-10 13:48:59,Owner Deceased,0,C1708115,981020021479170,Bagheera,Domestic Short Hair,Black,Cat,9 years 7 months.,Female,Stray Cats,2017-12-21 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56988,2017-08-10 14:03:27,Owner Deceased,0,C1708116,981020021509628,Mr. Blue,Domestic Short Hair,Grey,Cat,2 years 7 months.,Male,Stray Cats,2017-08-18 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56989,2017-08-10 14:10:15,Stray,0,C1708963,981020021511958,Bunny,Domestic Short Hair,Black and grey,Cat,10 months.,Male,Adoptable Cat Kennels,2017-10-01 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56992,2017-08-10 15:42:43,Stray,0,D1708964,981020021437149,Hermes,Hound/Labrador Retriever,White and Brown,Dog,1 year 7 months.,Male,Adoptable Dogs,2017-08-28 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56993,2017-08-10 15:54:43,Stray,0,C1708965,981020021452150,Charlotte,Domestic Short Hair,Black and grey,Cat,7 months.,Female,Adoptable Cat Middle Colony,2017-08-10 00:00:00,Foster,0,2017-08-11 00:00:00,Stray,,Court Order/ Legal,0,0,0
56993,2017-08-10 15:54:43,Stray,0,C1708965,981020021452150,Charlotte,Domestic Short Hair,Black and grey,Cat,7 months.,Female,Adoptable Cat Middle Colony,2017-08-18 00:00:00,Foster,0,2017-09-13 00:00:00,Stray,,Court Order/ Legal,0,0,0
56993,2017-08-10 15:54:43,Stray,0,C1708965,981020021452150,Charlotte,Domestic Short Hair,Black and grey,Cat,7 months.,Female,Adoptable Cat Middle Colony,2017-09-19 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56994,2017-08-10 16:07:49,Stray,0,C1708966,981020021508647,Cleo,Domestic Short Hair,Grey,Cat,1 year 3 months.,Female,Adoptable Cat Glass Colony,2017-09-14 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56996,2017-08-10 16:49:25,Stray,0,C1708967,981020021497645,Sister Sas,British Shorthair,White and Tabby,Cat,6 years 6 months.,Female,Adoptable Cat Kennels,2017-10-02 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56997,2017-08-10 16:54:20,Stray,0,C1708968,981020021457986,Meg,Domestic Short Hair,Black,Cat,1 year 3 months.,Female,Adoptable Cat Middle Colony,2017-08-28 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56998,2017-08-10 21:47:04,Police Assist,0,D1708117,098841374,Watson,Jack Russell Terrier/Mix,White and Tan,Dog,13 years 7 months.,Male,Stray Dogs Beta,2017-08-13 00:00:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0
"56999,2017-08-11 09:56:52,Stray,0,R1708969,"""",Thumbelino,American Fuzzy Lop,White and Black,Rabbit,1 year 7 months.,Male,Lobby,2017-08-18 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0"
57000,2017-08-11 12:22:32,Stray,0,C1708118,981020021491956,Gabby,Domestic Short Hair,White and Tabby,Cat,8 months.,Female,Adoptable Cat Middle Colony,2017-08-18 00:00:00,Foster,0,2017-09-13 00:00:00,Stray,,Court Order/ Legal,0,0,0
57000,2017-08-11 12:22:32,Stray,0,C1708118,981020021491956,Gabby,Domestic Short Hair,White and Tabby,Cat,8 months.,Female,Adoptable Cat Middle Colony,2017-09-19 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
57001,2017-08-11 12:22:32,Stray,0,C1708119,981020021837557,Indy,Domestic Short Hair,White and Tabby,Cat,8 months.,Female,Adoptable Cat Middle Colony,2017-08-18 00:00:00,Foster,0,2017-09-13 00:00:00,Stray,,Court Order/ Legal,0,0,0
57001,2017-08-11 12:22:32,Stray,0,C1708119,981020021837557,Indy,Domestic Short Hair,White and Tabby,Cat,8 months.,Female,Adoptable Cat Middle Colony,2017-09-19 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
57002,2017-08-11 13:45:00,Stray,0,C1708120,981020021501879,Socks,Domestic Short Hair,Black and Brown,Cat,8 months.,Female,Adoptable Cat Middle Colony,2017-08-18 00:00:00,Foster,0,2017-09-13 00:00:00,Stray,,Court Order/ Legal,0,0,0
57002,2017-08-11 13:45:00,Stray,0,C1708120,981020021501879,Socks,Domestic Short Hair,Black and Brown,Cat,8 months.,Female,Adoptable Cat Middle Colony,2017-09-19 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
"57003,2017-08-11 15:25:00,Stray,0,C1708970,"""",Puma,Domestic Short Hair,Black,Cat,6 years 7 months.,Male,Stray Cats,2017-08-22 00:00:00,Transfer,0,,Stray,,Court Order/ Legal,0,0,0"
57004,2017-08-11 15:33:36,Stray,0,C1708121,981020021840565,Darci,Domestic Short Hair,Black and Brown,Cat,5 years 0 months.,Female,Adoptable Cat Middle Colony,2017-08-18 00:00:00,Foster,0,2017-09-13 00:00:00,Stray,,Court Order/ Legal,0,0,0
57004,2017-08-11 15:33:36,Stray,0,C1708121,981020021840565,Darci,Domestic Short Hair,Black and Brown,Cat,5 years 0 months.,Female,Adoptable Cat Middle Colony,2017-09-30 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
57006,2017-08-11 16:51:53,Owner Deceased,0,C1708971,0A12640E2C,Loretta,Domestic Short Hair,Black and Brown,Cat,6 years 8 months.,Female,Adoptable Cat Big Colony,2017-08-26 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
"57010,2017-08-12 12:28:02,Stray,0,D1708973,"""",Coby,Boxer,White and Tan,Dog,5 years 7 months.,Male,Special Care Dogs,2017-08-12 00:00:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0"
57011,2017-08-12 12:35:16,Owner Deceased,0,C1708944,981020013481276,Cooper,Domestic Short Hair,Grey,Cat,3 years 7 months.,Male,Adoptable Cat Big Colony,2017-08-19 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
57013,2017-08-12 13:11:07,Stray,0,C1708974,981020023528139,Mo,Domestic Long Hair,Grey and White,Cat,8 months.,Female,Adoptable Cat Small Colony,2017-08-26 00:00:00,Foster,0,2017-11-01 00:00:00,Stray,,Court Order/ Legal,0,0,0
57013,2017-08-12 13:11:07,Stray,0,C1708974,981020023528139,Mo,Domestic Long Hair,Grey and White,Cat,8 months.,Female,Adoptable Cat Small Colony,2017-11-02 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
57016,2017-08-12 14:21:25,Stray,0,C1708975,981020021490928,Boots,Domestic Short Hair,Black and grey,Cat,7 months.,Female,Adoptable Cat Small Colony,2017-08-13 00:00:00,Foster,0,2017-10-03 00:00:00,Stray,,Court Order/ Legal,0,0,0
57016,2017-08-12 14:21:25,Stray,0,C1708975,981020021490928,Boots,Domestic Short Hair,Black and grey,Cat,7 months.,Female,Adoptable Cat Small Colony,2017-10-06 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
57017,2017-08-12 14:32:33,Moving,0,D1708976,981020021491024,Oreo,Pitbull/Mix,White and Brindle,Dog,5 years 7 months.,Female,Adoptable Dogs,2017-08-21 00:00:00,Adoption,0,2017-08-22 00:00:00,Police Assist,,Court Order/ Legal,0,0,0
57017,2017-08-12 14:32:33,Moving,0,D1708976,981020021491024,Oreo,Pitbull/Mix,White and Brindle,Dog,5 years 7 months.,Female,Adoptable Dogs,2017-08-22 00:00:00,Foster,0,2017-09-10 00:00:00,Stray,,Court Order/ Legal,0,0,0
57017,2017-08-12 14:32:33,Moving,0,D1708976,981020021491024,Oreo,Pitbull/Mix,White and Brindle,Dog,5 years 7 months.,Female,Adoptable Dogs,2017-10-10 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
57018,2017-08-12 14:32:33,Moving,0,D1708945,981020021481049,Sasha,Belgian Shepherd/Australian Shepherd,White,Dog,6 years 6 months.,Female,Adoptable Dogs,2017-08-17 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
57019,2017-08-12 14:53:01,Allergies,0,C1708953,981020013563204,Loki,Domestic Short Hair,Black,Cat,2 years 6 months.,Female,Stray Cats,2017-08-20 00:00:00,Transfer,0,,Stray,,Court Order/ Legal,0,0,0
57020,2017-08-12 14:53:01,Allergies,0,C1708955,981020011153851,Oreo,Domestic Short Hair,Black and White,Cat,4 years 6 months.,Male,Stray Cats,2017-08-20 00:00:00,Transfer,0,,Stray,,Court Order/ Legal,0,0,0
57022,2017-08-12 20:43:30,Owner Deceased,0,D1708977,981020021492149,Vicki,Terrier/Hound,Brindle and Black,Dog,3 years 10 months.,Female,Adoptable Dogs,2017-09-10 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
57023,2017-08-12 20:47:25,Owner Deceased,0,D1708978,981020021476975,Blakely,Terrier/Hound,Black and Tan,Dog,1 year 6 months.,Female,Adoptable Dogs,2017-09-13 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
57024,2017-08-12 20:50:38,Owner Deceased,0,D1708979,981020021844716,Fluffy,Hound/Terrier,Tan and Black,Dog,1 year 6 months.,Female,Adoptable Dogs,2017-09-06 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
57025,2017-08-13 14:01:22,Stray,0,C1708980,981020021444705,Evita,Domestic Short Hair,Calico,Cat,10 months.,Female,Adoptable Cat Small Colony,2017-09-13 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
57026,2017-08-13 15:05:54,Stray,0,C1708981,0A1134211D,Nightmare,Domestic Short Hair,Black,Cat,9 years 1 month.,Male,Stray Cats,2017-08-14 00:00:00,Reclaimed,0,2017-08-28 00:00:00,Stray,,Court Order/ Legal,0,0,0
57026,2017-08-13 15:05:54,Stray,0,C1708981,0A1134211D,Nightmare,Domestic Short Hair,Black,Cat,9 years 1 month.,Male,Stray Cats,2017-08-29 00:00:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0
"57027,2017-08-14 05:08:46,Police Assist,0,D1708124,"""",Jackson Brown,Terrier/Mix,Brown,Dog,1 year 5 months.,Male,Special Care Dogs,2017-08-14 00:00:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0"
"57028,2017-08-14 08:56:52,Stray,0,C1708982,"""",Miss Kitty,Domestic Short Hair,Torbie,Cat,13 years 7 months.,Female,Check-in,2017-08-15 00:00:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0"
57030,2017-08-14 11:52:32,Abandoned,0,C1708983,981020021492922,Geronimo,Domestic Short Hair,Brown and Black,Cat,1 year 0 months.,Male,Adoptable Cat Middle Colony,2017-08-28 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
